conc
1594.0,0.0
1594.0,0.0
1594.0,0.0
1593.0,0.0
1593.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1597.0,0.0
1597.0,0.0
1605.0,0.0
1605.0,0.0
1609.0,0.0
1609.0,0.0
1609.0,0.0
1611.0,0.0
1611.0,0.0
1605.0,0.0
1605.0,0.0
1599.0,0.0
1599.0,0.0
1599.0,0.0
1599.0,0.0
1599.0,0.0
1598.0,0.0
1598.0,0.0
1594.0,0.0
1594.0,0.0
1594.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1598.0,0.0
1598.0,0.0
1602.0,0.0
1602.0,0.0
1605.0,0.0
1605.0,0.0
1607.0,0.0
1607.0,0.0
1607.0,0.0
1606.0,0.0
1606.0,0.0
1597.0,0.0
1597.0,0.0
1593.0,0.0
1593.0,0.0
1593.0,0.0
1589.0,0.0
1589.0,0.0
1581.0,0.0
1581.0,0.0
1560.0,0.0
1560.0,0.0
1544.0,0.0
1544.0,0.0
1544.0,0.0
1244.0,17.066666666666666
1244.0,17.066666666666666
888.0,40.8
888.0,40.8
568.0,62.13333333333333
568.0,62.13333333333333
568.0,62.13333333333333
542.0,63.86666666666667
542.0,63.86666666666667
420.0,72.0
420.0,72.0
543.0,63.8
543.0,63.8
625.0,58.333333333333336
625.0,58.333333333333336
625.0,58.333333333333336
247.0,83.53333333333333
247.0,83.53333333333333
153.0,89.8
153.0,89.8
150.0,90.0
150.0,90.0
150.0,90.0
156.0,89.6
156.0,89.6
160.0,89.33333333333333
160.0,89.33333333333333
141.0,90.6
141.0,90.6
141.0,90.6
140.0,90.66666666666667
140.0,90.66666666666667
147.0,90.2
147.0,90.2
141.0,90.6
141.0,90.6
142.0,90.53333333333333
142.0,90.53333333333333
142.0,90.53333333333333
272.0,81.86666666666666
272.0,81.86666666666666
440.0,70.66666666666667
440.0,70.66666666666667
576.0,61.6
576.0,61.6
576.0,61.6
640.0,57.333333333333336
640.0,57.333333333333336
687.0,54.2
687.0,54.2
742.0,50.53333333333333
742.0,50.53333333333333
742.0,50.53333333333333
792.0,47.2
792.0,47.2
840.0,44.0
840.0,44.0
886.0,40.93333333333333
886.0,40.93333333333333
886.0,40.93333333333333
931.0,37.93333333333333
931.0,37.93333333333333
974.0,35.06666666666667
974.0,35.06666666666667
1003.0,33.13333333333333
1003.0,33.13333333333333
1003.0,33.13333333333333
1025.0,31.666666666666668
1025.0,31.666666666666668
1044.0,30.4
1044.0,30.4
1064.0,29.066666666666666
1064.0,29.066666666666666
1089.0,27.4
1089.0,27.4
1109.0,26.066666666666666
1109.0,26.066666666666666
1124.0,25.066666666666666
1124.0,25.066666666666666
1148.0,23.466666666666665
1148.0,23.466666666666665
1148.0,23.466666666666665
1178.0,21.466666666666665
1178.0,21.466666666666665
1226.0,18.266666666666666
1226.0,18.266666666666666
1263.0,15.8
1263.0,15.8
1263.0,15.8
1256.0,16.266666666666666
1256.0,16.266666666666666
1258.0,16.133333333333333
1258.0,16.133333333333333
1192.0,20.533333333333335
